OTU_id	1	10	101	103	11	111	114	12	123	13	131	137	14	142	16	169	17	176	18	188	19	2	21	223	226	25	27	3	31	335	353	38	394	4	40	419	42	43	49	5	58	59	6	62	64	66	69	7	70	8	85	86	9	91
1	1.000	0.030	0.118	0.012	0.057	0.071	0.023	-0.491	-0.020	0.264	0.187	0.030	0.060	-0.083	0.182	0.028	0.218	0.057	0.069	0.104	0.011	0.079	-0.012	-0.057	0.115	-0.012	-0.017	-0.013	0.175	-0.019	0.192	0.067	0.104	0.210	-0.141	0.144	0.003	-0.114	-0.188	-0.100	-0.014	0.050	0.064	-0.129	0.017	0.150	-0.026	0.087	-0.081	0.066	0.000	0.043	-0.098	-0.106
10	0.030	1.000	0.138	0.077	-0.006	-0.013	0.097	-0.130	-0.052	0.047	-0.000	-0.043	0.151	-0.005	-0.023	-0.045	-0.052	-0.038	0.014	0.036	0.032	0.110	0.011	0.178	0.200	-0.019	-0.037	0.013	0.034	0.072	-0.012	0.004	0.031	0.283	-0.066	0.047	-0.029	0.159	-0.026	0.082	0.096	-0.028	0.061	0.000	-0.025	-0.056	0.069	0.020	-0.024	0.020	-0.037	0.046	0.092	-0.047
101	0.118	0.138	1.000	0.006	-0.002	0.049	0.045	-0.215	0.003	-0.038	0.081	-0.054	0.044	-0.033	-0.016	0.027	0.189	-0.031	-0.024	0.092	-0.014	0.206	0.057	-0.035	-0.023	0.036	-0.014	-0.041	0.141	0.021	-0.013	-0.001	-0.021	0.079	-0.022	0.063	-0.045	0.066	-0.070	0.039	0.053	-0.022	-0.024	-0.038	0.129	0.018	0.146	-0.022	-0.038	-0.004	0.016	0.080	-0.040	0.047
103	0.012	0.077	0.006	1.000	0.000	-0.081	-0.021	-0.046	-0.037	0.279	-0.029	-0.032	0.288	-0.011	0.062	0.002	-0.002	0.011	0.090	-0.009	0.081	-0.038	-0.006	0.052	0.155	-0.020	-0.033	-0.027	0.055	-0.060	-0.017	0.046	-0.009	0.001	-0.041	0.008	0.051	-0.050	0.004	-0.045	0.013	-0.019	0.005	-0.080	0.119	-0.049	-0.045	0.030	-0.039	0.016	-0.041	0.046	-0.080	-0.007
11	0.057	-0.006	-0.002	0.000	1.000	0.168	0.043	-0.142	0.061	-0.017	0.102	-0.006	-0.027	0.045	-0.028	0.370	0.009	0.073	-0.013	0.035	-0.005	0.082	-0.000	0.018	0.037	-0.002	-0.029	-0.021	-0.006	0.031	0.192	0.030	-0.017	0.020	-0.035	0.075	0.601	0.073	-0.034	0.010	-0.026	0.011	0.209	-0.012	-0.069	0.249	-0.087	0.223	0.104	-0.000	-0.029	0.287	-0.015	-0.044
111	0.071	-0.013	0.049	-0.081	0.168	1.000	-0.039	-0.105	0.004	-0.047	-0.045	-0.014	-0.083	0.006	-0.001	-0.016	0.130	-0.052	0.072	0.023	0.053	0.077	-0.087	-0.014	-0.030	0.121	-0.028	-0.048	-0.003	-0.002	-0.016	0.057	-0.063	0.044	-0.058	0.008	0.040	-0.046	-0.063	-0.036	-0.037	-0.018	-0.002	-0.028	-0.065	0.013	0.054	-0.006	-0.026	-0.076	-0.047	-0.008	-0.056	-0.099
114	0.023	0.097	0.045	-0.021	0.043	-0.039	1.000	-0.050	-0.018	-0.061	0.013	-0.011	0.303	-0.016	-0.030	0.395	-0.006	-0.011	-0.010	-0.025	0.016	-0.009	0.088	-0.020	0.030	0.009	-0.019	-0.013	0.060	0.006	0.226	0.022	-0.011	-0.002	-0.038	0.066	-0.025	-0.002	-0.039	-0.002	-0.025	-0.009	-0.012	-0.046	0.146	0.061	-0.069	0.010	-0.014	-0.055	-0.029	0.436	0.064	-0.004
12	-0.491	-0.130	-0.215	-0.046	-0.142	-0.105	-0.050	1.000	-0.017	-0.147	-0.258	-0.026	-0.125	0.053	-0.107	-0.151	-0.133	-0.065	-0.075	-0.122	-0.105	-0.127	-0.013	-0.111	-0.103	-0.052	-0.074	-0.098	-0.127	-0.084	-0.134	-0.061	-0.083	-0.151	-0.037	-0.195	-0.102	-0.187	-0.197	-0.280	-0.133	-0.041	-0.061	-0.159	-0.095	-0.155	-0.160	-0.133	0.003	0.030	-0.155	-0.189	-0.001	-0.209
123	-0.020	-0.052	0.003	-0.037	0.061	0.004	-0.018	-0.017	1.000	-0.048	0.018	0.084	-0.046	-0.020	-0.024	-0.031	-0.041	0.007	-0.024	-0.025	-0.021	0.205	-0.025	-0.029	-0.025	0.013	-0.011	-0.023	-0.032	-0.037	-0.018	-0.033	-0.021	-0.059	-0.028	0.032	0.060	-0.011	-0.048	-0.003	-0.024	0.026	-0.003	-0.032	-0.065	-0.036	-0.067	0.035	0.542	-0.046	-0.030	0.121	-0.057	-0.060
