OTU_id	1	101	103	11	111	12	13	130	131	137	14	142	147	15	16	162	166	167	17	18	188	19	194	2	21	224	235	247	25	27	3	31	34	38	4	40	407	42	43	45	46	5	58	6	62	64	66	7	70	72	8	85	86	88	9
1	1.000	0.014	-0.011	-0.148	-0.134	-0.100	-0.095	-0.038	-0.039	0.159	-0.073	0.063	0.075	-0.052	-0.059	0.143	0.096	-0.003	0.025	-0.081	0.050	-0.054	0.110	-0.249	-0.191	0.078	0.113	0.137	-0.033	0.027	-0.070	0.140	0.158	0.013	-0.069	0.103	0.050	0.015	0.056	-0.018	0.051	0.036	-0.094	-0.058	0.272	0.095	-0.038	-0.159	0.004	0.021	-0.172	0.164	-0.033	-0.034	-0.237
101	0.014	1.000	0.044	-0.091	-0.059	0.181	-0.002	-0.019	-0.044	0.065	0.004	0.011	-0.027	-0.037	0.033	-0.034	-0.018	-0.100	-0.056	0.110	0.244	-0.028	-0.045	0.088	-0.051	0.097	-0.057	0.173	-0.017	-0.072	0.006	-0.056	-0.017	-0.077	-0.031	-0.043	-0.017	-0.118	0.106	-0.000	-0.098	0.026	-0.013	0.080	0.083	-0.027	-0.018	-0.068	0.051	-0.071	-0.070	0.066	-0.001	-0.075	-0.086
103	-0.011	0.044	1.000	-0.015	-0.065	0.016	0.027	0.002	-0.071	-0.019	-0.046	0.197	0.002	-0.008	-0.009	0.066	-0.008	-0.056	-0.011	0.055	0.025	-0.053	-0.070	0.037	-0.060	0.015	-0.047	-0.023	-0.038	-0.050	0.067	0.005	-0.080	-0.121	0.006	0.047	-0.007	0.013	0.229	-0.021	-0.044	0.038	-0.050	0.033	-0.065	0.228	-0.012	0.010	-0.053	0.120	0.025	-0.022	-0.022	-0.080	-0.094
11	-0.148	-0.091	-0.015	1.000	0.086	-0.017	0.144	0.012	0.040	-0.130	0.113	-0.029	-0.138	0.027	0.140	-0.055	-0.016	-0.009	-0.088	0.041	-0.114	0.084	-0.018	0.310	0.236	-0.068	-0.063	-0.109	0.069	0.021	0.012	-0.108	-0.140	0.132	0.093	0.030	-0.080	0.007	-0.024	0.022	-0.047	-0.097	0.077	0.047	-0.006	-0.008	0.109	0.144	-0.147	-0.114	0.041	-0.157	0.009	0.046	0.232
111	-0.134	-0.059	-0.065	0.086	1.000	-0.070	-0.066	0.125	0.161	-0.104	-0.067	-0.086	-0.054	-0.007	-0.028	-0.023	0.014	-0.010	-0.034	0.001	-0.059	-0.100	0.018	-0.030	0.148	-0.025	0.002	-0.051	0.006	0.064	-0.035	-0.080	-0.017	0.108	-0.000	0.037	0.028	0.007	-0.075	0.056	-0.039	0.047	0.097	-0.063	0.020	-0.086	0.092	-0.004	0.005	-0.029	0.084	-0.086	0.016	0.211	0.145
12	-0.100	0.181	0.016	-0.017	-0.070	1.000	0.040	-0.010	0.057	0.175	-0.019	-0.023	-0.100	-0.056	-0.069	-0.061	0.047	-0.038	-0.004	-0.043	0.150	-0.045	-0.021	0.075	0.022	0.075	-0.018	0.007	-0.102	-0.075	0.066	-0.068	-0.053	-0.067	-0.099	0.046	0.013	-0.002	0.159	-0.084	-0.138	0.242	-0.048	0.057	-0.025	0.019	-0.102	-0.103	0.096	-0.112	-0.086	0.199	0.056	-0.012	-0.120
13	-0.095	-0.002	0.027	0.144	-0.066	0.040	1.000	-0.038	-0.125	-0.112	0.111	0.018	-0.111	0.006	0.258	-0.051	-0.065	-0.072	0.003	0.137	0.029	0.202	-0.083	0.355	0.165	0.028	-0.041	-0.132	0.136	-0.043	-0.003	-0.094	-0.020	-0.003	0.268	-0.067	-0.055	-0.078	-0.005	-0.071	-0.077	-0.067	-0.072	0.259	-0.045	0.011	-0.053	0.257	-0.018	-0.059	0.197	-0.096	0.045	-0.140	0.114
130	-0.038	-0.019	0.002	0.012	0.125	-0.010	-0.038	1.000	0.096	-0.032	0.036	-0.025	-0.009	-0.062	-0.004	0.025	0.135	-0.091	-0.045	-0.082	0.014	-0.017	0.120	-0.003	0.003	-0.007	0.030	-0.024	-0.022	0.010	0.049	-0.059	-0.051	-0.080	0.018	0.010	0.076	-0.052	-0.029	-0.029	-0.016	0.053	0.081	-0.003	0.025	-0.014	-0.035	0.069	0.042	-0.051	-0.019	-0.049	-0.105	0.154	-0.014
131	-0.039	-0.044	-0.071	0.040	0.161	0.057	-0.125	0.096	1.000	-0.014	0.029	-0.016	0.015	-0.082	-0.124	-0.026	0.075	0.003	0.012	-0.090	0.006	-0.037	0.093	-0.105	0.167	0.028	0.044	0.026	-0.059	0.053	-0.018	-0.044	-0.062	0.118	-0.126	0.060	-0.020	0.029	-0.118	0.034	-0.032	0.040	0.162	-0.112	-0.084	-0.138	0.065	-0.114	0.029	0.051	-0.035	0.011	0.087	0.292	0.099
