OTU_id	1	10	101	103	11	111	12	13	130	131	137	14	142	147	16	162	17	18	19	194	2	206	21	22	234	247	25	265	27	3	31	34	38	4	40	42	43	45	5	58	6	62	64	66	7	70	76	8	85	86	88	9
1	1.000	-0.060	-0.142	-0.174	-0.082	-0.132	-0.289	-0.136	-0.059	-0.066	-0.042	-0.187	0.014	-0.151	-0.163	0.081	-0.152	-0.042	-0.165	-0.177	-0.166	-0.027	-0.039	-0.141	-0.252	-0.076	-0.186	0.016	-0.075	-0.118	0.003	-0.170	-0.211	-0.066	-0.067	-0.164	-0.237	-0.132	-0.648	-0.227	0.027	-0.183	-0.161	-0.096	-0.134	-0.124	-0.128	-0.113	-0.074	-0.061	-0.069	-0.097
10	-0.060	1.000	0.105	-0.014	0.045	0.022	0.132	0.052	0.027	-0.023	0.092	0.156	-0.019	0.000	-0.026	0.002	0.025	0.009	0.090	0.098	0.006	0.017	-0.014	-0.012	0.085	-0.028	0.115	-0.004	0.132	-0.017	0.033	0.014	0.114	-0.016	0.001	0.034	-0.003	0.029	-0.077	0.017	-0.004	0.056	0.001	0.010	0.042	-0.023	0.038	0.052	0.094	0.010	-0.019	-0.001
101	-0.142	0.105	1.000	-0.033	0.091	-0.009	-0.040	0.005	-0.056	-0.056	-0.004	0.124	-0.013	-0.016	-0.035	-0.030	-0.024	0.010	0.000	-0.011	-0.011	0.004	-0.019	-0.021	-0.016	-0.009	0.053	-0.015	-0.021	0.012	-0.025	-0.019	0.002	0.172	-0.033	0.030	0.393	-0.017	-0.027	0.014	-0.002	-0.008	-0.020	-0.007	-0.010	-0.035	-0.023	0.021	0.215	0.154	-0.025	0.033
103	-0.174	-0.014	-0.033	1.000	-0.008	-0.001	0.050	-0.014	-0.013	-0.030	0.030	-0.005	-0.017	-0.010	0.329	-0.022	0.005	0.036	-0.010	-0.003	-0.028	-0.021	0.024	-0.016	-0.013	-0.015	0.008	-0.004	-0.037	-0.013	0.015	-0.010	0.040	-0.029	-0.022	-0.021	-0.011	0.021	-0.012	-0.037	-0.002	0.053	0.063	-0.011	-0.011	-0.024	-0.016	0.172	-0.019	-0.004	-0.014	-0.006
11	-0.082	0.045	0.091	-0.008	1.000	0.040	-0.037	-0.029	-0.016	-0.018	0.048	0.023	0.020	-0.020	0.043	-0.035	-0.012	0.099	-0.004	0.041	-0.040	0.290	0.028	-0.038	0.030	-0.033	0.075	0.011	0.011	0.013	0.017	-0.025	0.097	0.047	0.234	0.018	-0.057	0.013	0.032	0.234	0.036	0.269	0.029	0.169	0.049	-0.036	-0.035	0.348	-0.044	0.095	-0.036	0.171
111	-0.132	0.022	-0.009	-0.001	0.040	1.000	0.223	0.008	-0.014	0.055	0.065	0.063	-0.002	-0.008	-0.043	-0.043	-0.017	0.022	0.034	0.163	-0.019	0.019	0.065	0.216	0.331	-0.029	-0.003	0.121	0.021	-0.009	-0.005	0.018	0.496	-0.024	-0.035	-0.011	0.012	0.048	-0.010	0.010	0.079	0.056	0.049	-0.009	0.109	-0.045	0.035	0.002	0.030	0.009	-0.032	-0.017
12	-0.289	0.132	-0.040	0.050	-0.037	0.223	1.000	-0.001	0.024	0.017	-0.004	0.092	-0.008	-0.028	0.016	-0.034	0.046	0.029	0.014	0.057	-0.041	0.032	-0.045	0.048	0.204	-0.037	0.041	-0.019	0.129	0.003	-0.038	0.006	0.515	0.068	-0.044	-0.039	-0.078	0.003	-0.114	-0.058	-0.017	-0.038	-0.040	0.051	-0.017	0.002	-0.014	0.093	-0.010	-0.039	-0.030	-0.007
13	-0.136	0.052	0.005	-0.014	-0.029	0.008	-0.001	1.000	0.477	-0.039	0.007	0.039	0.002	0.942	-0.018	-0.021	-0.007	-0.002	0.007	0.005	-0.017	0.005	0.016	0.748	0.002	-0.014	0.061	-0.007	-0.018	-0.012	-0.006	-0.013	0.046	-0.013	-0.026	-0.003	-0.020	-0.023	-0.061	-0.028	0.057	0.013	0.000	-0.019	-0.017	-0.024	0.013	-0.017	-0.017	-0.023	-0.012	0.001
130	-0.059	0.027	-0.056	-0.013	-0.016	-0.014	0.024	0.477	1.000	0.008	-0.008	0.003	0.014	0.484	0.056	0.043	0.021	0.088	0.040	0.010	0.024	0.074	0.080	0.340	-0.002	-0.033	0.132	-0.015	-0.003	-0.033	-0.040	-0.029	0.037	-0.006	-0.039	0.035	-0.053	-0.008	-0.090	-0.044	0.008	0.047	0.009	0.082	0.016	-0.052	-0.016	-0.008	-0.004	-0.025	-0.021	0.164
