OTU_id	10	11	113	13	132	14	15	16	179	18	19	2	20	21	22	23	24	25	26	264	28	29	349	4	50	56	6	65	67	7	76	78	8	87	9	92	99
10	1.000	0.160	-0.016	0.133	-0.030	-0.054	-0.047	-0.052	-0.021	-0.016	-0.005	-0.019	0.166	-0.078	0.043	-0.013	0.027	-0.068	-0.019	-0.005	0.096	0.034	0.085	-0.108	-0.037	0.066	-0.059	0.012	-0.063	0.080	-0.058	0.122	-0.000	-0.037	0.125	0.344	0.025
11	0.160	1.000	0.126	-0.067	-0.019	-0.095	0.058	-0.088	-0.073	0.043	-0.093	-0.113	-0.089	0.042	-0.019	0.032	-0.076	-0.037	0.040	-0.021	0.010	0.074	0.002	-0.110	0.006	0.184	0.081	-0.016	-0.047	-0.003	0.052	0.106	-0.057	-0.027	0.030	0.134	-0.003
113	-0.016	0.126	1.000	-0.065	-0.047	-0.093	-0.002	-0.094	0.072	-0.002	-0.019	0.052	-0.000	0.244	0.002	0.053	-0.055	-0.083	-0.068	-0.048	-0.029	0.013	0.102	-0.045	-0.036	-0.007	-0.046	0.028	-0.030	0.104	-0.014	-0.002	-0.022	-0.078	-0.054	0.019	0.101
13	0.133	-0.067	-0.065	1.000	0.029	-0.048	0.034	0.069	0.006	0.017	-0.106	-0.072	0.042	-0.038	0.070	0.010	0.070	-0.088	-0.004	-0.045	0.072	0.197	0.027	0.049	0.033	0.060	-0.101	-0.008	-0.024	-0.030	-0.028	-0.028	-0.077	0.015	0.058	-0.008	0.029
132	-0.030	-0.019	-0.047	0.029	1.000	-0.069	-0.040	-0.084	-0.024	-0.026	0.114	-0.062	-0.044	-0.069	0.335	0.071	0.018	-0.030	0.032	-0.031	-0.029	-0.025	-0.022	0.042	-0.046	-0.016	-0.061	-0.020	0.008	-0.053	-0.047	-0.018	0.069	-0.051	0.072	0.012	-0.039
14	-0.054	-0.095	-0.093	-0.048	-0.069	1.000	0.039	0.089	-0.043	0.068	-0.042	0.046	0.048	0.063	-0.032	-0.069	0.024	-0.107	0.091	0.033	0.029	-0.016	0.006	0.033	0.085	-0.022	-0.016	-0.053	-0.009	0.023	0.065	-0.037	-0.085	0.206	0.043	0.041	0.017
15	-0.047	0.058	-0.002	0.034	-0.040	0.039	1.000	0.052	-0.019	-0.049	-0.093	0.045	0.005	-0.064	-0.046	0.049	-0.006	0.024	-0.036	-0.020	-0.013	-0.033	0.010	-0.039	-0.047	-0.023	-0.030	0.098	-0.014	-0.024	-0.044	-0.027	-0.050	-0.031	0.006	-0.004	-0.010
16	-0.052	-0.088	-0.094	0.069	-0.084	0.089	0.052	1.000	-0.017	0.047	-0.136	-0.288	0.047	0.064	0.048	0.066	0.029	-0.120	0.050	0.043	-0.008	-0.020	0.018	-0.075	-0.019	-0.080	-0.063	-0.078	0.031	-0.118	-0.000	-0.053	-0.042	0.080	-0.023	-0.046	-0.018
179	-0.021	-0.073	0.072	0.006	-0.024	-0.043	-0.019	-0.017	1.000	-0.017	0.094	-0.063	-0.003	-0.024	-0.025	-0.042	-0.026	-0.073	-0.034	-0.005	-0.036	-0.026	-0.029	-0.017	-0.037	0.053	-0.040	-0.023	0.002	0.014	-0.025	-0.033	0.151	-0.026	-0.027	-0.010	0.436
18	-0.016	0.043	-0.002	0.017	-0.026	0.068	-0.049	0.047	-0.017	1.000	-0.018	-0.070	-0.043	0.003	-0.028	-0.025	-0.020	-0.050	-0.053	0.046	0.142	-0.056	-0.030	0.035	-0.045	0.067	-0.062	-0.063	-0.027	-0.012	-0.029	-0.012	0.116	-0.031	0.140	-0.037	-0.038
19	-0.005	-0.093	-0.019	-0.106	0.114	-0.042	-0.093	-0.136	0.094	-0.018	1.000	-0.390	-0.103	-0.065	-0.070	0.022	0.122	-0.095	-0.070	-0.099	-0.101	-0.042	-0.064	-0.012	0.034	-0.080	-0.157	-0.030	-0.030	-0.142	0.071	-0.030	-0.023	-0.117	-0.132	-0.024	-0.026
2	-0.019	-0.113	0.052	-0.072	-0.062	0.046	0.045	-0.288	-0.063	-0.070	-0.390	1.000	0.129	-0.023	-0.040	-0.014	-0.133	-0.284	0.085	0.009	0.023	-0.058	0.063	-0.187	0.033	-0.010	-0.206	0.009	0.028	-0.162	-0.055	-0.081	-0.040	0.010	-0.123	0.014	0.004
20	0.166	-0.089	-0.000	0.042	-0.044	0.048	0.005	0.047	-0.003	-0.043	-0.103	0.129	1.000	-0.013	0.133	0.183	-0.025	-0.090	-0.037	0.093	0.020	-0.031	0.069	-0.065	0.034	-0.041	-0.052	-0.021	-0.032	-0.029	0.019	0.014	-0.035	-0.045	0.189	-0.015	0.030
21	-0.078	0.042	0.244	-0.038	-0.069	0.063	-0.064	0.064	-0.024	0.003	-0.065	-0.023	-0.013	1.000	0.007	0.049	-0.067	-0.087	-0.027	-0.028	-0.047	0.031	0.026	0.050	0.065	-0.029	-0.010	-0.004	0.234	-0.091	0.186	-0.004	-0.063	-0.053	-0.054	0.055	0.024
22	0.043	-0.019	0.002	0.070	0.335	-0.032	-0.046	0.048	-0.025	-0.028	-0.070	-0.040	0.133	0.007	1.000	0.009	0.045	-0.045	-0.036	-0.026	0.079	-0.037	0.027	-0.050	0.005	0.027	-0.002	-0.000	0.005	-0.002	0.146	-0.031	-0.027	-0.037	0.244	-0.008	-0.027
