OTU_id	1	100	114	116	118	130	142	148	163	173	176	184	2	205	208	217	218	22	221	242	26	269	293	3	301	47	63	66
1	1.000	0.597	0.031	0.272	0.018	0.061	0.482	0.458	0.149	0.634	0.506	0.188	0.708	0.101	0.447	0.542	0.207	0.645	0.595	0.050	0.204	0.470	0.585	-0.496	0.055	0.034	0.042	0.278
100	0.597	1.000	0.027	0.274	0.005	0.071	0.429	0.428	0.152	0.516	0.473	0.215	0.457	0.103	0.396	0.316	0.135	0.433	0.525	0.091	0.261	0.432	0.585	-0.457	0.073	0.024	0.018	0.279
114	0.031	0.027	1.000	-0.030	-0.039	0.314	0.093	-0.006	-0.018	0.051	0.032	-0.006	-0.005	-0.011	0.012	0.028	-0.018	0.176	0.014	-0.016	-0.009	0.042	0.027	-0.389	-0.018	0.022	-0.033	0.051
116	0.272	0.274	-0.030	1.000	0.047	0.001	0.229	0.238	0.113	0.281	0.363	0.102	0.317	0.035	0.211	0.203	0.097	0.296	0.311	0.030	0.801	0.415	0.317	-0.305	0.049	-0.016	-0.003	0.099
118	0.018	0.005	-0.039	0.047	1.000	-0.049	0.030	0.014	-0.046	0.029	0.015	0.015	0.034	-0.022	0.018	0.194	-0.021	0.019	0.047	-0.014	-0.003	0.037	0.021	-0.085	-0.031	0.035	0.063	-0.004
130	0.061	0.071	0.314	0.001	-0.049	1.000	0.146	0.188	-0.009	0.104	0.182	0.003	0.010	0.202	0.041	0.091	-0.011	0.122	0.050	-0.009	-0.002	0.083	0.079	-0.539	0.193	-0.034	-0.027	0.030
142	0.482	0.429	0.093	0.229	0.030	0.146	1.000	0.721	0.142	0.467	0.483	0.197	0.292	0.087	0.298	0.337	0.140	0.449	0.450	0.166	0.240	0.435	0.486	-0.564	0.041	0.012	0.024	0.595
148	0.458	0.428	-0.006	0.238	0.014	0.188	0.721	1.000	0.186	0.479	0.423	0.148	0.332	0.084	0.331	0.314	0.159	0.395	0.436	0.022	0.310	0.358	0.539	-0.597	0.081	-0.019	0.045	0.880
163	0.149	0.152	-0.018	0.113	-0.046	-0.009	0.142	0.186	1.000	0.185	0.163	0.083	0.177	0.027	0.090	0.257	0.042	0.169	0.177	0.018	0.062	0.138	0.191	-0.165	0.011	-0.019	-0.024	0.095
173	0.634	0.516	0.051	0.281	0.029	0.104	0.467	0.479	0.185	1.000	0.561	0.342	0.492	0.135	0.392	0.436	0.174	0.583	0.627	0.119	0.316	0.549	0.596	-0.585	0.093	0.023	0.027	0.284
176	0.506	0.473	0.032	0.363	0.015	0.182	0.483	0.423	0.163	0.561	1.000	0.244	0.435	0.119	0.406	0.348	0.161	0.483	0.505	0.140	0.399	0.619	0.551	-0.555	0.098	0.025	0.012	0.290
184	0.188	0.215	-0.006	0.102	0.015	0.003	0.197	0.148	0.083	0.342	0.244	1.000	0.135	0.025	0.313	0.254	0.069	0.292	0.277	0.022	0.065	0.355	0.322	-0.235	0.002	0.020	0.009	0.074
2	0.708	0.457	-0.005	0.317	0.034	0.010	0.292	0.332	0.177	0.492	0.435	0.135	1.000	0.131	0.435	0.501	0.207	0.641	0.523	0.279	0.216	0.541	0.565	-0.499	0.053	0.064	0.030	0.103
205	0.101	0.103	-0.011	0.035	-0.022	0.202	0.087	0.084	0.027	0.135	0.119	0.025	0.131	1.000	0.061	0.119	0.035	0.229	0.123	0.027	0.036	0.123	0.109	-0.369	0.969	-0.012	-0.018	0.030
208	0.447	0.396	0.012	0.211	0.018	0.041	0.298	0.331	0.090	0.392	0.406	0.313	0.435	0.061	1.000	0.340	0.156	0.409	0.345	0.068	0.172	0.495	0.395	-0.390	0.043	0.016	0.013	0.253
217	0.542	0.316	0.028	0.203	0.194	0.091	0.337	0.314	0.257	0.436	0.348	0.254	0.501	0.119	0.340	1.000	0.128	0.503	0.507	0.084	0.168	0.456	0.424	-0.491	0.069	0.021	0.097	0.165
218	0.207	0.135	-0.018	0.097	-0.021	-0.011	0.140	0.159	0.042	0.174	0.161	0.069	0.207	0.035	0.156	0.128	1.000	0.213	0.191	0.045	0.089	0.183	0.171	-0.183	0.040	-0.012	-0.018	0.105
22	0.645	0.433	0.176	0.296	0.019	0.122	0.449	0.395	0.169	0.583	0.483	0.292	0.641	0.229	0.409	0.503	0.213	1.000	0.548	0.070	0.276	0.575	0.554	-0.591	0.178	0.060	0.028	0.210
221	0.595	0.525	0.014	0.311	0.047	0.050	0.450	0.436	0.177	0.627	0.505	0.277	0.523	0.123	0.345	0.507	0.191	0.548	1.000	0.049	0.237	0.576	0.521	-0.524	0.072	0.098	0.028	0.199
242	0.050	0.091	-0.016	0.030	-0.014	-0.009	0.166	0.022	0.018	0.119	0.140	0.022	0.279	0.027	0.068	0.084	0.045	0.070	0.049	1.000	0.029	0.109	0.132	-0.373	-0.007	0.085	-0.018	0.013
26	0.204	0.261	-0.009	0.801	-0.003	-0.002	0.240	0.310	0.062	0.316	0.399	0.065	0.216	0.036	0.172	0.168	0.089	0.276	0.237	0.029	1.000	0.299	0.296	-0.303	0.071	-0.000	0.010	0.144
269	0.470	0.432	0.042	0.415	0.037	0.083	0.435	0.358	0.138	0.549	0.619	0.355	0.541	0.123	0.495	0.456	0.183	0.575	0.576	0.109	0.299	1.000	0.546	-0.514	0.107	0.053	0.032	0.183
293	0.585	0.585	0.027	0.317	0.021	0.079	0.486	0.539	0.191	0.596	0.551	0.322	0.565	0.109	0.395	0.424	0.171	0.554	0.521	0.132	0.296	0.546	1.000	-0.562	0.076	0.029	0.025	0.309
3	-0.496	-0.457	-0.389	-0.305	-0.085	-0.539	-0.564	-0.597	-0.165	-0.585	-0.555	-0.235	-0.499	-0.369	-0.390	-0.491	-0.183	-0.591	-0.524	-0.373	-0.303	-0.514	-0.562	1.000	-0.325	-0.315	-0.131	-0.446
301	0.055	0.073	-0.018	0.049	-0.031	0.193	0.041	0.081	0.011	0.093	0.098	0.002	0.053	0.969	0.043	0.069	0.040	0.178	0.072	-0.007	0.071	0.107	0.076	-0.325	1.000	-0.019	-0.020	0.029
47	0.034	0.024	0.022	-0.016	0.035	-0.034	0.012	-0.019	-0.019	0.023	0.025	0.020	0.064	-0.012	0.016	0.021	-0.012	0.060	0.098	0.085	-0.000	0.053	0.029	-0.315	-0.019	1.000	-0.043	-0.024
63	0.042	0.018	-0.033	-0.003	0.063	-0.027	0.024	0.045	-0.024	0.027	0.012	0.009	0.030	-0.018	0.013	0.097	-0.018	0.028	0.028	-0.018	0.010	0.032	0.025	-0.131	-0.020	-0.043	1.000	0.021
66	0.278	0.279	0.051	0.099	-0.004	0.030	0.595	0.880	0.095	0.284	0.290	0.074	0.103	0.030	0.253	0.165	0.105	0.210	0.199	0.013	0.144	0.183	0.309	-0.446	0.029	-0.024	0.021	1.000
