OTU_id	1	101	103	11	111	12	13	130	131	137	14	142	147	15	16	162	166	167	17	18	188	19	194	2	21	224	235	247	25	27	3	31	34	38	4	40	407	42	43	45	46	5	58	6	62	64	66	7	70	72	8	85	86	88	9
1	1.000	-0.146	-0.032	0.049	0.058	-0.124	0.099	-0.023	0.073	-0.042	-0.015	-0.027	0.022	0.047	0.048	0.045	-0.040	-0.012	-0.066	0.036	0.001	0.062	0.002	-0.146	-0.126	-0.012	-0.052	0.043	0.042	0.032	0.066	-0.009	-0.007	0.079	-0.033	-0.136	0.008	0.042	-0.054	-0.006	-0.020	-0.009	0.038	0.006	0.049	0.122	0.040	0.002	0.022	-0.065	0.038	-0.039	0.049	-0.018	0.071
101	-0.146	1.000	-0.050	0.043	0.064	0.107	0.056	0.069	-0.045	0.072	-0.007	0.018	0.019	0.080	-0.068	-0.044	-0.033	0.028	0.018	-0.004	-0.032	-0.017	-0.075	0.010	-0.054	0.025	0.085	-0.063	-0.021	-0.008	-0.014	-0.074	0.052	-0.052	0.063	-0.026	-0.044	-0.055	0.117	-0.029	0.022	0.047	0.004	0.028	-0.047	-0.073	0.028	0.002	-0.070	0.010	-0.055	-0.002	-0.046	-0.039	-0.010
103	-0.032	-0.050	1.000	-0.005	0.045	-0.037	-0.039	0.002	-0.026	0.083	-0.026	-0.026	-0.029	-0.033	0.064	0.067	0.014	-0.030	-0.023	0.074	0.060	0.024	-0.011	0.015	-0.026	-0.044	0.015	-0.033	-0.065	0.021	0.039	0.027	0.008	-0.020	-0.001	0.093	0.071	-0.038	-0.099	-0.018	0.015	0.009	-0.056	-0.060	0.032	0.028	-0.019	-0.021	0.008	-0.016	-0.018	-0.041	0.040	0.020	0.075
11	0.049	0.043	-0.005	1.000	0.015	0.051	-0.041	-0.022	-0.020	-0.041	0.005	-0.023	-0.011	-0.029	0.045	-0.004	0.024	0.025	-0.067	0.076	0.050	-0.027	-0.002	0.023	0.010	-0.012	-0.019	-0.037	0.009	0.067	-0.053	0.020	0.031	-0.032	-0.042	-0.062	0.021	-0.016	0.050	0.007	-0.024	0.116	-0.040	0.022	-0.048	-0.017	-0.025	0.013	-0.035	0.024	0.041	-0.005	0.022	-0.077	-0.002
111	0.058	0.064	0.045	0.015	1.000	0.085	-0.043	0.058	-0.005	0.007	-0.006	-0.030	0.009	0.035	-0.018	-0.016	-0.014	-0.042	0.034	0.049	-0.032	0.013	0.008	-0.033	0.016	0.071	0.072	0.021	0.049	-0.001	-0.019	0.029	0.071	-0.033	-0.051	-0.074	-0.030	0.009	0.009	-0.045	0.044	0.033	-0.010	-0.005	0.011	-0.063	-0.073	-0.115	-0.105	-0.015	-0.096	0.001	-0.068	0.050	-0.005
12	-0.124	0.107	-0.037	0.051	0.085	1.000	-0.088	-0.005	0.030	-0.057	0.057	-0.018	0.006	0.051	-0.107	0.016	0.071	0.023	0.088	-0.125	-0.085	-0.064	-0.046	-0.067	0.013	0.100	0.062	0.014	-0.084	-0.014	-0.002	-0.008	0.035	0.107	0.074	-0.047	-0.024	0.027	-0.013	-0.134	0.055	-0.047	-0.017	-0.013	-0.007	0.036	0.106	0.017	-0.059	-0.053	0.018	0.015	0.039	0.001	-0.025
13	0.099	0.056	-0.039	-0.041	-0.043	-0.088	1.000	-0.007	-0.039	0.027	0.029	-0.014	0.045	-0.023	0.051	-0.091	-0.029	-0.020	-0.037	-0.026	-0.050	0.072	0.025	0.016	-0.003	-0.016	-0.014	-0.008	0.042	-0.080	0.066	-0.003	0.001	-0.035	-0.010	-0.045	0.083	0.054	0.072	-0.009	-0.025	0.078	-0.036	-0.002	0.052	0.065	-0.033	-0.056	0.004	-0.026	0.007	0.003	-0.001	-0.027	0.012
130	-0.023	0.069	0.002	-0.022	0.058	-0.005	-0.007	1.000	-0.017	-0.084	0.009	-0.005	0.043	-0.020	-0.010	0.080	-0.051	0.028	-0.066	0.054	-0.010	0.038	-0.016	-0.045	0.006	-0.002	0.056	0.008	0.053	0.030	-0.071	-0.019	-0.015	-0.056	-0.007	0.037	0.004	-0.032	0.098	-0.023	0.045	-0.091	0.032	0.020	0.042	-0.063	-0.007	0.001	-0.038	-0.009	0.024	0.015	-0.089	0.036	-0.013
131	0.073	-0.045	-0.026	-0.020	-0.005	0.030	-0.039	-0.017	1.000	0.009	0.024	0.029	0.017	0.017	0.068	0.059	0.024	0.043	0.039	-0.052	-0.025	0.035	-0.042	0.052	-0.015	0.031	-0.006	0.039	-0.087	0.041	-0.008	-0.043	-0.006	0.038	0.032	0.001	0.021	-0.018	-0.013	0.044	-0.035	0.054	-0.052	0.014	-0.014	-0.043	-0.040	-0.077	-0.040	-0.002	-0.086	-0.058	-0.010	0.046	0.079
