OTU_id	1	100	114	116	118	130	142	148	163	173	176	184	2	205	208	217	218	22	221	242	26	269	293	3	301	47	63	66
1	1.000	-0.016	-0.017	-0.011	-0.019	0.063	0.035	-0.032	-0.009	-0.007	0.039	-0.006	-0.003	-0.003	0.052	0.010	-0.003	0.049	0.047	-0.011	0.107	0.008	0.003	-0.104	0.000	-0.026	-0.019	0.006
100	-0.016	1.000	0.764	0.082	0.590	-0.059	-0.022	-0.083	0.405	0.303	0.002	-0.030	-0.040	-0.028	-0.010	0.705	0.115	-0.059	-0.020	0.194	0.012	0.322	0.026	-0.570	0.372	0.066	0.287	0.474
114	-0.017	0.764	1.000	0.024	0.661	-0.058	-0.019	-0.077	0.158	0.122	0.295	-0.032	-0.021	0.063	-0.018	0.638	0.096	-0.055	-0.025	0.099	0.004	0.121	0.021	-0.581	-0.012	0.182	0.415	0.370
116	-0.011	0.082	0.024	1.000	0.587	-0.044	-0.014	-0.063	0.442	0.052	-0.013	-0.025	-0.031	-0.027	0.062	0.138	0.993	-0.033	-0.004	0.943	0.392	0.063	0.004	-0.435	0.216	0.006	0.554	0.323
118	-0.019	0.590	0.661	0.587	1.000	-0.075	-0.026	-0.107	0.698	0.255	0.046	-0.040	-0.048	-0.036	0.008	0.823	0.660	-0.055	-0.011	0.740	0.182	0.274	0.053	-0.738	0.404	0.134	0.599	0.710
130	0.063	-0.059	-0.058	-0.044	-0.075	1.000	-0.005	-0.101	-0.055	-0.036	-0.014	0.097	-0.063	0.032	-0.002	-0.063	-0.049	0.498	-0.038	-0.054	-0.043	-0.034	-0.036	0.064	-0.035	-0.065	-0.067	-0.078
142	0.035	-0.022	-0.019	-0.014	-0.026	-0.005	1.000	0.243	-0.020	-0.013	0.008	-0.017	-0.026	-0.010	0.008	-0.018	-0.016	-0.033	0.906	-0.018	-0.003	-0.011	-0.018	-0.289	-0.013	0.507	-0.028	0.196
148	-0.032	-0.083	-0.077	-0.063	-0.107	-0.101	0.243	1.000	-0.079	-0.051	-0.008	-0.045	-0.029	-0.066	-0.012	-0.096	-0.071	-0.126	0.196	-0.077	-0.034	-0.054	0.004	0.010	-0.051	0.076	-0.054	-0.016
163	-0.009	0.405	0.158	0.442	0.698	-0.055	-0.020	-0.079	1.000	0.137	0.005	-0.029	-0.038	-0.031	-0.001	0.745	0.484	-0.046	-0.001	0.709	0.083	0.184	0.084	-0.543	0.925	0.170	0.247	0.867
173	-0.007	0.303	0.122	0.052	0.255	-0.036	-0.013	-0.051	0.137	1.000	-0.012	-0.019	-0.023	-0.022	0.003	0.473	0.049	-0.039	-0.008	0.053	-0.012	0.997	-0.009	-0.340	-0.011	-0.026	0.013	0.299
176	0.039	0.002	0.295	-0.013	0.046	-0.014	0.008	-0.008	0.005	-0.012	1.000	-0.020	0.047	0.317	-0.005	0.037	-0.005	-0.017	-0.016	-0.003	-0.010	-0.011	-0.015	-0.319	-0.014	0.433	0.014	0.295
184	-0.006	-0.030	-0.032	-0.025	-0.040	0.097	-0.017	-0.045	-0.029	-0.019	-0.020	1.000	-0.027	-0.037	-0.014	-0.034	-0.028	0.025	-0.030	-0.030	-0.018	-0.021	-0.021	0.027	-0.020	-0.042	-0.037	-0.047
2	-0.003	-0.040	-0.021	-0.031	-0.048	-0.063	-0.026	-0.029	-0.038	-0.023	0.047	-0.027	1.000	-0.003	-0.019	-0.046	-0.033	-0.046	0.157	-0.038	-0.020	-0.025	-0.027	0.026	-0.025	-0.015	-0.041	-0.034
205	-0.003	-0.028	0.063	-0.027	-0.036	0.032	-0.010	-0.066	-0.031	-0.022	0.317	-0.037	-0.003	1.000	-0.021	-0.033	-0.029	0.021	-0.035	-0.030	-0.032	-0.024	-0.027	-0.397	-0.023	0.723	-0.036	0.054
208	0.052	-0.010	-0.018	0.062	0.008	-0.002	0.008	-0.012	-0.001	0.003	-0.005	-0.014	-0.019	-0.021	1.000	-0.004	0.061	-0.037	-0.022	0.033	0.903	0.009	-0.024	-0.019	-0.001	-0.031	0.000	0.199
217	0.010	0.705	0.638	0.138	0.823	-0.063	-0.018	-0.096	0.745	0.473	0.037	-0.034	-0.046	-0.033	-0.004	1.000	0.225	-0.054	-0.003	0.394	-0.010	0.505	0.061	-0.674	0.570	0.154	0.291	0.796
218	-0.003	0.115	0.096	0.993	0.660	-0.049	-0.016	-0.071	0.484	0.049	-0.005	-0.028	-0.033	-0.029	0.061	0.225	1.000	-0.035	-0.002	0.961	0.385	0.067	0.013	-0.482	0.243	0.027	0.590	0.389
