OTU_id	1	10	101	103	11	111	12	13	130	131	137	14	142	147	16	162	17	18	19	194	2	206	21	22	234	247	25	265	27	3	31	34	38	4	40	42	43	45	5	58	6	62	64	66	7	70	76	8	85	86	88	9
1	1.000	0.027	-0.007	-0.140	-0.053	0.110	-0.076	0.034	0.076	0.111	0.049	-0.034	0.021	-0.005	-0.034	0.054	-0.058	-0.057	-0.057	0.034	0.045	0.008	0.072	-0.017	-0.098	0.026	0.029	0.001	0.034	-0.069	0.061	-0.086	0.001	-0.005	0.020	-0.042	0.004	-0.078	0.097	0.015	0.095	-0.121	-0.051	0.062	-0.001	0.081	-0.051	0.055	0.048	-0.033	-0.023	0.015
10	0.027	1.000	-0.013	-0.079	-0.059	-0.002	0.028	0.025	-0.014	-0.021	0.011	-0.009	-0.033	0.006	-0.012	0.078	0.028	0.001	0.042	-0.027	0.099	-0.035	-0.029	-0.026	0.085	-0.048	-0.024	-0.009	0.054	0.028	0.015	-0.005	-0.019	-0.004	0.054	0.040	0.001	-0.033	-0.114	-0.050	-0.088	0.004	-0.014	-0.065	0.031	0.055	0.020	-0.005	0.020	0.018	-0.030	-0.042
101	-0.007	-0.013	1.000	-0.099	-0.042	-0.035	0.054	0.003	-0.082	-0.072	-0.046	0.055	0.048	0.023	-0.036	-0.011	0.017	-0.016	0.035	0.003	0.090	0.069	-0.078	0.018	-0.020	0.020	-0.032	-0.048	0.012	0.008	0.048	-0.018	-0.046	0.035	-0.042	0.102	0.048	0.012	-0.034	-0.051	-0.006	-0.091	-0.022	0.064	0.064	-0.072	0.004	-0.001	0.065	0.061	-0.016	0.051
103	-0.140	-0.079	-0.099	1.000	0.057	-0.056	-0.043	0.014	-0.010	-0.007	0.012	0.004	-0.012	-0.017	0.091	-0.011	-0.027	0.075	-0.004	-0.016	-0.086	-0.007	-0.022	0.010	-0.001	-0.004	0.013	0.002	-0.126	0.007	0.024	0.067	0.072	-0.050	0.010	0.020	0.007	0.091	-0.087	-0.011	-0.015	0.026	0.108	-0.016	0.003	-0.028	-0.015	0.076	0.024	0.042	0.078	-0.031
11	-0.053	-0.059	-0.042	0.057	1.000	-0.049	-0.036	-0.023	0.023	-0.037	0.053	-0.040	0.054	0.004	0.038	-0.049	-0.121	0.030	-0.059	0.009	-0.052	0.089	0.005	-0.021	0.003	-0.004	-0.002	0.019	0.058	-0.010	-0.049	-0.003	0.020	0.037	0.065	0.028	-0.141	-0.013	-0.047	0.041	0.005	0.005	0.010	0.043	-0.002	-0.029	-0.056	0.065	-0.046	0.025	-0.028	0.038
111	0.110	-0.002	-0.035	-0.056	-0.049	1.000	-0.014	0.048	-0.028	0.077	0.007	-0.016	-0.030	-0.018	-0.008	-0.049	-0.047	-0.029	0.047	0.009	-0.086	-0.005	-0.026	0.063	-0.006	0.014	-0.066	0.082	0.030	0.052	0.001	0.034	0.067	0.063	0.028	-0.039	0.049	-0.016	0.034	0.017	-0.025	0.030	-0.057	0.075	0.045	-0.017	-0.021	-0.041	0.005	-0.025	-0.086	-0.025
12	-0.076	0.028	0.054	-0.043	-0.036	-0.014	1.000	0.036	0.033	0.034	-0.024	-0.012	-0.007	-0.070	-0.002	0.015	0.100	0.045	0.063	0.081	0.011	0.037	-0.013	-0.034	0.020	-0.063	0.015	-0.047	0.044	0.004	-0.038	0.014	0.049	0.079	-0.056	-0.066	-0.022	0.033	-0.066	-0.150	0.064	-0.136	-0.062	0.023	0.015	0.034	-0.037	0.078	-0.009	-0.016	-0.048	0.059
13	0.034	0.025	0.003	0.014	-0.023	0.048	0.036	1.000	0.051	-0.038	-0.015	0.012	-0.005	0.061	0.021	-0.062	-0.012	0.039	-0.017	-0.007	0.011	-0.060	0.000	0.024	-0.022	-0.009	0.013	-0.030	-0.024	0.013	-0.010	0.028	0.055	-0.039	-0.042	-0.014	0.016	-0.016	-0.050	-0.063	0.099	-0.077	0.012	-0.015	-0.031	-0.043	0.015	0.000	0.066	-0.014	-0.025	0.012
130	0.076	-0.014	-0.082	-0.010	0.023	-0.028	0.033	0.051	1.000	0.050	-0.009	-0.063	0.056	0.029	0.044	0.017	0.013	0.023	0.010	0.003	0.065	0.019	0.093	-0.006	-0.030	-0.011	-0.028	-0.012	-0.043	-0.062	-0.026	0.009	0.008	-0.025	-0.023	-0.008	-0.029	-0.041	-0.045	-0.070	0.026	-0.022	-0.009	0.015	-0.062	-0.009	0.004	-0.034	0.035	-0.059	0.118	0.040
