OTU_id	1	10	101	103	11	111	12	13	130	131	137	14	142	147	16	162	17	18	19	194	2	206	21	22	234	247	25	265	27	3	31	34	38	4	40	42	43	45	5	58	6	62	64	66	7	70	76	8	85	86	88	9
1	1.000	-0.186	-0.157	-0.177	-0.315	-0.210	-0.391	-0.325	-0.239	-0.216	-0.146	-0.225	-0.189	-0.148	-0.203	-0.139	-0.189	-0.185	-0.258	-0.142	-0.348	-0.170	-0.204	-0.114	-0.183	-0.148	-0.218	0.032	-0.200	-0.158	-0.201	0.010	-0.204	-0.228	-0.078	-0.187	-0.225	-0.166	-0.690	-0.221	-0.237	-0.095	-0.171	-0.194	-0.270	-0.229	-0.113	-0.258	-0.132	-0.181	-0.208	-0.227
10	-0.186	1.000	0.050	-0.006	0.372	0.103	-0.040	0.461	0.018	0.009	-0.025	0.724	-0.001	0.019	0.623	-0.004	0.073	0.383	0.549	0.016	0.467	-0.009	0.254	0.231	0.054	-0.016	0.142	0.039	0.213	0.731	0.030	0.003	0.072	0.848	-0.033	0.278	-0.040	0.101	-0.048	-0.015	0.503	-0.008	-0.021	0.115	0.681	0.024	0.120	0.641	-0.026	0.043	-0.006	0.318
101	-0.157	0.050	1.000	0.003	-0.028	-0.001	0.020	-0.029	-0.014	-0.013	-0.015	-0.024	-0.007	-0.010	-0.025	0.003	-0.021	0.059	-0.027	-0.019	-0.034	-0.015	-0.013	-0.015	0.003	0.939	-0.020	-0.012	-0.015	-0.014	-0.016	-0.020	-0.007	-0.015	-0.020	0.026	-0.025	0.009	-0.039	-0.033	-0.022	-0.017	0.006	0.019	-0.028	-0.024	-0.015	-0.037	-0.014	-0.004	-0.018	-0.015
103	-0.177	-0.006	0.003	1.000	0.006	0.104	-0.013	0.077	0.028	-0.009	-0.016	-0.040	0.662	0.004	0.001	0.006	0.007	0.118	-0.009	-0.019	0.050	-0.019	-0.010	-0.020	0.010	-0.013	0.029	0.011	-0.008	-0.016	-0.006	-0.023	-0.011	-0.005	-0.022	0.096	0.347	0.060	-0.009	0.045	-0.028	-0.023	0.711	0.058	-0.017	-0.020	-0.021	-0.022	-0.014	0.014	-0.005	-0.009
11	-0.315	0.372	-0.028	0.006	1.000	0.541	-0.017	0.479	0.054	0.691	-0.009	0.413	-0.001	-0.003	0.409	0.132	0.011	0.102	0.453	0.008	0.543	0.711	0.514	0.169	0.343	-0.018	0.454	0.048	0.067	0.349	0.057	-0.017	0.742	0.432	-0.006	0.102	-0.012	0.002	0.012	0.058	0.285	-0.019	-0.010	0.665	0.461	0.042	0.170	0.686	-0.015	-0.043	0.241	0.317
111	-0.210	0.103	-0.001	0.104	0.541	1.000	-0.032	0.051	0.155	0.688	-0.008	0.149	0.079	0.061	0.053	-0.010	0.016	0.417	0.054	0.092	0.010	0.600	0.483	0.096	0.471	-0.018	0.041	0.011	0.257	-0.001	0.029	-0.021	0.727	0.076	0.012	0.317	0.004	0.336	-0.042	0.145	0.036	0.015	0.022	0.805	0.036	0.008	0.080	0.351	-0.013	0.115	0.311	0.476
12	-0.391	-0.040	0.020	-0.013	-0.017	-0.032	1.000	-0.022	0.015	0.006	0.027	-0.030	-0.044	-0.013	-0.048	0.068	0.400	-0.024	-0.051	-0.035	-0.030	0.029	-0.052	-0.048	-0.041	-0.025	-0.045	-0.033	0.260	-0.026	0.431	-0.048	0.046	-0.059	-0.025	0.048	-0.041	0.001	0.043	-0.056	0.024	0.254	-0.002	-0.000	-0.045	-0.003	-0.038	-0.058	0.023	0.090	0.002	-0.056
13	-0.325	0.461	-0.029	0.077	0.479	0.051	-0.022	1.000	0.105	-0.008	-0.031	0.487	0.047	0.109	0.715	0.214	-0.011	0.140	0.565	0.003	0.766	-0.019	0.204	0.287	-0.014	-0.021	0.657	0.022	0.018	0.234	0.002	-0.019	0.002	0.727	-0.040	0.025	-0.018	0.002	0.121	0.084	0.600	-0.003	0.011	-0.005	0.495	0.019	0.221	0.399	-0.030	-0.029	0.004	0.214
130	-0.239	0.018	-0.014	0.028	0.054	0.155	0.015	0.105	1.000	0.415	-0.016	0.126	0.015	0.171	0.120	-0.016	-0.028	0.042	0.099	0.833	0.072	0.013	0.363	0.201	0.708	-0.021	0.048	0.005	0.040	0.014	-0.013	-0.031	0.012	0.020	-0.041	-0.005	-0.031	0.738	0.039	0.717	0.090	0.166	0.007	0.019	0.125	-0.034	0.181	0.072	-0.013	0.380	0.286	0.648
