OTU_id	100	101	103	114	116	118	130	142	148	163	166	17	173	176	184	191	198	2	205	208	217	218	22	242	26	269	293	3	343	400	423	43	47	48	6	63	66	88	9
100	1.000	-0.014	0.052	0.080	0.100	-0.027	0.008	0.002	-0.024	-0.018	-0.038	-0.016	0.004	0.007	-0.050	-0.015	-0.055	-0.029	0.025	-0.056	-0.064	-0.025	-0.003	0.038	-0.015	-0.023	0.018	0.041	0.077	-0.030	0.004	-0.019	-0.069	-0.010	-0.026	-0.021	0.003	0.125	0.055
101	-0.014	1.000	-0.029	-0.053	0.025	-0.024	-0.046	0.090	-0.089	0.019	0.113	0.006	-0.015	-0.055	-0.045	0.099	-0.019	-0.062	0.056	-0.021	0.026	0.055	0.035	0.119	0.076	-0.061	0.006	0.047	-0.027	-0.006	-0.002	-0.093	-0.016	-0.017	-0.055	-0.085	0.035	-0.007	0.004
103	0.052	-0.029	1.000	-0.124	0.036	0.063	0.094	0.043	-0.012	-0.015	-0.002	-0.008	0.010	-0.103	-0.010	-0.084	0.021	-0.008	-0.033	-0.083	0.006	0.083	-0.078	0.091	-0.045	-0.058	-0.053	-0.062	0.024	0.123	0.002	0.020	0.085	-0.003	-0.038	0.080	0.039	-0.013	0.079
114	0.080	-0.053	-0.124	1.000	0.119	-0.032	0.032	-0.011	0.043	-0.043	-0.006	0.028	-0.034	-0.079	0.079	-0.049	0.030	-0.111	0.099	-0.063	-0.017	-0.124	-0.046	-0.052	0.052	0.058	-0.028	0.059	-0.021	-0.056	0.037	0.012	0.026	-0.057	0.187	0.063	0.035	-0.092	-0.051
116	0.100	0.025	0.036	0.119	1.000	0.035	0.015	-0.008	-0.045	0.011	-0.018	-0.013	0.045	-0.034	0.020	0.026	-0.054	0.049	-0.091	-0.024	0.037	0.006	-0.128	-0.090	0.001	0.048	-0.041	-0.003	-0.039	-0.169	-0.010	-0.045	-0.016	0.009	0.067	0.014	-0.021	0.089	0.025
118	-0.027	-0.024	0.063	-0.032	0.035	1.000	-0.018	0.103	0.014	-0.066	-0.108	-0.004	-0.001	-0.057	0.009	-0.026	0.086	0.041	-0.148	0.031	0.125	-0.011	0.096	0.027	0.049	-0.035	0.010	-0.030	0.030	-0.005	0.004	-0.088	-0.087	0.028	0.103	-0.000	-0.059	0.040	0.016
130	0.008	-0.046	0.094	0.032	0.015	-0.018	1.000	0.026	0.035	-0.063	-0.060	0.073	-0.023	-0.045	-0.089	-0.137	-0.011	-0.090	0.026	0.137	-0.048	0.071	0.105	-0.117	-0.110	0.006	0.033	-0.002	-0.012	0.067	-0.047	0.077	-0.101	0.037	-0.076	0.075	-0.003	-0.012	0.082
142	0.002	0.090	0.043	-0.011	-0.008	0.103	0.026	1.000	-0.016	-0.009	0.012	0.032	-0.013	0.013	0.045	0.024	-0.025	0.058	-0.084	-0.041	-0.062	0.038	0.013	-0.075	0.080	-0.025	-0.013	0.142	-0.028	0.030	0.009	-0.059	-0.127	-0.002	-0.059	-0.057	0.035	-0.011	-0.004
148	-0.024	-0.089	-0.012	0.043	-0.045	0.014	0.035	-0.016	1.000	0.124	-0.061	0.064	0.047	-0.030	0.111	-0.001	0.013	0.086	-0.099	0.036	0.114	-0.030	0.125	0.087	-0.093	0.127	0.001	-0.063	-0.026	-0.109	-0.011	-0.085	-0.033	-0.031	-0.091	0.032	-0.003	-0.009	-0.013
163	-0.018	0.019	-0.015	-0.043	0.011	-0.066	-0.063	-0.009	0.124	1.000	0.072	-0.089	-0.010	-0.046	0.124	0.082	-0.041	0.080	-0.013	-0.029	0.070	0.100	-0.109	0.086	0.110	0.120	-0.085	-0.216	-0.012	-0.040	-0.027	0.045	0.050	-0.039	-0.029	-0.092	0.059	-0.084	-0.069
166	-0.038	0.113	-0.002	-0.006	-0.018	-0.108	-0.060	0.012	-0.061	0.072	1.000	0.110	-0.006	-0.052	-0.005	0.001	-0.004	0.023	-0.050	-0.022	-0.044	0.110	0.032	-0.044	0.047	-0.011	0.066	0.106	0.021	0.020	0.013	-0.000	-0.036	-0.001	-0.080	-0.041	0.169	-0.007	-0.017
17	-0.016	0.006	-0.008	0.028	-0.013	-0.004	0.073	0.032	0.064	-0.089	0.110	1.000	0.030	-0.015	-0.018	-0.063	0.024	-0.001	-0.057	0.075	-0.001	0.073	-0.022	-0.012	-0.060	-0.045	-0.013	0.075	0.010	-0.035	0.020	-0.050	-0.072	0.043	-0.062	0.007	0.085	0.054	-0.007
173	0.004	-0.015	0.010	-0.034	0.045	-0.001	-0.023	-0.013	0.047	-0.010	-0.006	0.030	1.000	-0.030	0.006	0.006	0.040	0.010	-0.007	0.068	-0.044	0.030	-0.024	0.020	-0.000	0.037	-0.017	-0.053	-0.001	0.026	-0.031	-0.036	-0.017	-0.022	-0.030	0.000	-0.021	-0.015	0.022
176	0.007	-0.055	-0.103	-0.079	-0.034	-0.057	-0.045	0.013	-0.030	-0.046	-0.052	-0.015	-0.030	1.000	0.025	0.001	-0.057	0.136	0.110	0.045	-0.032	-0.036	-0.005	-0.012	0.003	-0.047	0.111	0.017	-0.007	0.124	0.005	0.045	0.080	0.039	0.099	-0.027	-0.085	0.114	-0.066
184	-0.050	-0.045	-0.010	0.079	0.020	0.009	-0.089	0.045	0.111	0.124	-0.005	-0.018	0.006	0.025	1.000	0.037	0.083	-0.010	-0.015	-0.024	0.075	-0.028	-0.084	-0.043	0.016	0.018	0.019	-0.111	0.061	-0.052	-0.042	-0.029	0.019	-0.047	0.057	0.050	-0.075	0.018	-0.015
191	-0.015	0.099	-0.084	-0.049	0.026	-0.026	-0.137	0.024	-0.001	0.082	0.001	-0.063	0.006	0.001	0.037	1.000	0.030	-0.034	0.124	0.090	0.112	-0.014	0.003	0.012	-0.012	0.167	-0.048	-0.272	-0.073	-0.155	0.068	-0.008	0.035	-0.039	-0.016	-0.077	-0.033	0.066	-0.024
198	-0.055	-0.019	0.021	0.030	-0.054	0.086	-0.011	-0.025	0.013	-0.041	-0.004	0.024	0.040	-0.057	0.083	0.030	1.000	-0.070	-0.018	0.060	0.031	0.100	-0.045	-0.054	-0.084	0.053	-0.059	-0.076	-0.091	0.023	-0.015	-0.090	0.110	0.011	-0.003	0.030	-0.053	-0.030	-0.069
2	-0.029	-0.062	-0.008	-0.111	0.049	0.041	-0.090	0.058	0.086	0.080	0.023	-0.001	0.010	0.136	-0.010	-0.034	-0.070	1.000	-0.005	0.031	-0.044	0.023	0.008	-0.074	-0.108	0.025	0.060	0.064	-0.038	0.007	-0.002	0.032	-0.025	-0.031	0.038	-0.116	-0.066	0.047	0.125
205	0.025	0.056	-0.033	0.099	-0.091	-0.148	0.026	-0.084	-0.099	-0.013	-0.050	-0.057	-0.007	0.110	-0.015	0.124	-0.018	-0.005	1.000	-0.065	-0.080	-0.088	0.150	0.094	-0.002	-0.134	0.118	-0.030	-0.017	-0.046	-0.011	0.142	0.113	-0.027	0.129	-0.041	-0.026	-0.025	0.053
208	-0.056	-0.021	-0.083	-0.063	-0.024	0.031	0.137	-0.041	0.036	-0.029	-0.022	0.075	0.068	0.045	-0.024	0.090	0.060	0.031	-0.065	1.000	-0.065	-0.001	-0.049	0.014	-0.032	0.005	0.007	0.001	0.006	-0.082	0.031	-0.070	-0.068	0.017	0.015	0.139	-0.121	0.049	-0.041
217	-0.064	0.026	0.006	-0.017	0.037	0.125	-0.048	-0.062	0.114	0.070	-0.044	-0.001	-0.044	-0.032	0.075	0.112	0.031	-0.044	-0.080	-0.065	1.000	-0.069	0.059	-0.034	-0.027	0.148	-0.054	-0.294	-0.046	-0.024	-0.029	-0.089	0.018	-0.043	0.010	-0.056	-0.014	0.085	-0.046
218	-0.025	0.055	0.083	-0.124	0.006	-0.011	0.071	0.038	-0.030	0.100	0.110	0.073	0.030	-0.036	-0.028	-0.014	0.100	0.023	-0.088	-0.001	-0.069	1.000	-0.049	-0.080	-0.039	0.019	-0.056	0.113	-0.025	-0.018	0.009	-0.058	0.022	0.038	-0.094	0.056	-0.008	-0.045	0.036
22	-0.003	0.035	-0.078	-0.046	-0.128	0.096	0.105	0.013	0.125	-0.109	0.032	-0.022	-0.024	-0.005	-0.084	0.003	-0.045	0.008	0.150	-0.049	0.059	-0.049	1.000	-0.024	-0.060	0.010	0.087	-0.033	-0.091	0.050	0.008	-0.068	0.018	0.034	-0.027	-0.088	-0.010	-0.008	0.002
242	0.038	0.119	0.091	-0.052	-0.090	0.027	-0.117	-0.075	0.087	0.086	-0.044	-0.012	0.020	-0.012	-0.043	0.012	-0.054	-0.074	0.094	0.014	-0.034	-0.080	-0.024	1.000	0.134	-0.005	-0.052	-0.048	-0.020	0.043	0.002	0.033	-0.029	-0.010	0.075	0.047	-0.045	0.008	-0.014
26	-0.015	0.076	-0.045	0.052	0.001	0.049	-0.110	0.080	-0.093	0.110	0.047	-0.060	-0.000	0.003	0.016	-0.012	-0.084	-0.108	-0.002	-0.032	-0.027	-0.039	-0.060	0.134	1.000	-0.069	-0.035	-0.029	0.005	0.047	-0.060	0.048	0.014	-0.004	0.048	-0.026	0.002	0.002	-0.032
269	-0.023	-0.061	-0.058	0.058	0.048	-0.035	0.006	-0.025	0.127	0.120	-0.011	-0.045	0.037	-0.047	0.018	0.167	0.053	0.025	-0.134	0.005	0.148	0.019	0.010	-0.005	-0.069	1.000	-0.025	-0.240	-0.046	-0.111	0.065	-0.060	0.013	-0.002	0.045	-0.041	-0.036	0.020	-0.036
293	0.018	0.006	-0.053	-0.028	-0.041	0.010	0.033	-0.013	0.001	-0.085	0.066	-0.013	-0.017	0.111	0.019	-0.048	-0.059	0.060	0.118	0.007	-0.054	-0.056	0.087	-0.052	-0.035	-0.025	1.000	0.045	-0.023	-0.033	-0.051	0.035	0.010	-0.027	-0.026	-0.047	0.044	0.121	-0.059
3	0.041	0.047	-0.062	0.059	-0.003	-0.030	-0.002	0.142	-0.063	-0.216	0.106	0.075	-0.053	0.017	-0.111	-0.272	-0.076	0.064	-0.030	0.001	-0.294	0.113	-0.033	-0.048	-0.029	-0.240	0.045	1.000	0.153	0.065	0.014	0.023	-0.125	0.087	-0.079	0.028	0.118	-0.048	0.065
343	0.077	-0.027	0.024	-0.021	-0.039	0.030	-0.012	-0.028	-0.026	-0.012	0.021	0.010	-0.001	-0.007	0.061	-0.073	-0.091	-0.038	-0.017	0.006	-0.046	-0.025	-0.091	-0.020	0.005	-0.046	-0.023	0.153	1.000	0.084	-0.003	0.057	-0.008	0.007	-0.060	0.051	0.008	0.037	0.020
400	-0.030	-0.006	0.123	-0.056	-0.169	-0.005	0.067	0.030	-0.109	-0.040	0.020	-0.035	0.026	0.124	-0.052	-0.155	0.023	0.007	-0.046	-0.082	-0.024	-0.018	0.050	0.043	0.047	-0.111	-0.033	0.065	0.084	1.000	-0.029	0.004	0.054	0.051	0.078	0.043	0.035	-0.047	-0.012
423	0.004	-0.002	0.002	0.037	-0.010	0.004	-0.047	0.009	-0.011	-0.027	0.013	0.020	-0.031	0.005	-0.042	0.068	-0.015	-0.002	-0.011	0.031	-0.029	0.009	0.008	0.002	-0.060	0.065	-0.051	0.014	-0.003	-0.029	1.000	-0.024	-0.028	0.007	-0.036	0.085	-0.016	-0.003	-0.016
43	-0.019	-0.093	0.020	0.012	-0.045	-0.088	0.077	-0.059	-0.085	0.045	-0.000	-0.050	-0.036	0.045	-0.029	-0.008	-0.090	0.032	0.142	-0.070	-0.089	-0.058	-0.068	0.033	0.048	-0.060	0.035	0.023	0.057	0.004	-0.024	1.000	0.092	0.038	-0.011	0.134	0.073	-0.096	0.068
47	-0.069	-0.016	0.085	0.026	-0.016	-0.087	-0.101	-0.127	-0.033	0.050	-0.036	-0.072	-0.017	0.080	0.019	0.035	0.110	-0.025	0.113	-0.068	0.018	0.022	0.018	-0.029	0.014	0.013	0.010	-0.125	-0.008	0.054	-0.028	0.092	1.000	-0.032	-0.021	-0.021	0.064	-0.005	0.019
48	-0.010	-0.017	-0.003	-0.057	0.009	0.028	0.037	-0.002	-0.031	-0.039	-0.001	0.043	-0.022	0.039	-0.047	-0.039	0.011	-0.031	-0.027	0.017	-0.043	0.038	0.034	-0.010	-0.004	-0.002	-0.027	0.087	0.007	0.051	0.007	0.038	-0.032	1.000	-0.038	0.006	0.041	-0.078	0.140
6	-0.026	-0.055	-0.038	0.187	0.067	0.103	-0.076	-0.059	-0.091	-0.029	-0.080	-0.062	-0.030	0.099	0.057	-0.016	-0.003	0.038	0.129	0.015	0.010	-0.094	-0.027	0.075	0.048	0.045	-0.026	-0.079	-0.060	0.078	-0.036	-0.011	-0.021	-0.038	1.000	0.051	-0.046	-0.033	-0.003
63	-0.021	-0.085	0.080	0.063	0.014	-0.000	0.075	-0.057	0.032	-0.092	-0.041	0.007	0.000	-0.027	0.050	-0.077	0.030	-0.116	-0.041	0.139	-0.056	0.056	-0.088	0.047	-0.026	-0.041	-0.047	0.028	0.051	0.043	0.085	0.134	-0.021	0.006	0.051	1.000	0.003	-0.080	0.027
66	0.003	0.035	0.039	0.035	-0.021	-0.059	-0.003	0.035	-0.003	0.059	0.169	0.085	-0.021	-0.085	-0.075	-0.033	-0.053	-0.066	-0.026	-0.121	-0.014	-0.008	-0.010	-0.045	0.002	-0.036	0.044	0.118	0.008	0.035	-0.016	0.073	0.064	0.041	-0.046	0.003	1.000	-0.154	0.001
88	0.125	-0.007	-0.013	-0.092	0.089	0.040	-0.012	-0.011	-0.009	-0.084	-0.007	0.054	-0.015	0.114	0.018	0.066	-0.030	0.047	-0.025	0.049	0.085	-0.045	-0.008	0.008	0.002	0.020	0.121	-0.048	0.037	-0.047	-0.003	-0.096	-0.005	-0.078	-0.033	-0.080	-0.154	1.000	-0.062
9	0.055	0.004	0.079	-0.051	0.025	0.016	0.082	-0.004	-0.013	-0.069	-0.017	-0.007	0.022	-0.066	-0.015	-0.024	-0.069	0.125	0.053	-0.041	-0.046	0.036	0.002	-0.014	-0.032	-0.036	-0.059	0.065	0.020	-0.012	-0.016	0.068	0.019	0.140	-0.003	0.027	0.001	-0.062	1.000
